table_name,column_index,label,domain,column_type
Product_achatpc.com_September2020_CTA.json.gz,14,DeliveryMethod,Product,textual
Product_ackertsupplies.on.ca_September2020_CTA.json.gz,4,weight,Product,textual
Product_acmgregoire.com_September2020_CTA.json.gz,2,category,Product,numerical
Product_acoffee.com.au_September2020_CTA.json.gz,6,weight,Product,textual
Product_acopower.com_September2020_CTA.json.gz,7,weight,Product,textual
Product_acrosbay.com_September2020_CTA.json.gz,1,Product/name,Product,textual
Product_actionsurpluseugene.com_September2020_CTA.json.gz,1,weight,Product,textual
Product_acuhealthcare.com_September2020_CTA.json.gz,0,Product/name,Product,textual
Product_adamvstheman.com_September2020_CTA.json.gz,4,category,Product,textual
Product_adayawaysalonandspa.com_September2020_CTA.json.gz,0,Product/name,Product,textual
Product_adkinsfamilyrv.com_September2020_CTA.json.gz,3,category,Product,textual
Product_adlegamo.com_September2020_CTA.json.gz,1,Product/name,Product,textual
Product_adorehomeliving.com.au_September2020_CTA.json.gz,2,weight,Product,textual
Product_adrianaandradepsicologa.com_September2020_CTA.json.gz,0,Product/name,Product,textual
Product_adstocollect.com_September2020_CTA.json.gz,0,Product/name,Product,textual
Product_advanced-microsystems.com_September2020_CTA.json.gz,1,Product/name,Product,textual
Product_advanceddermatologymd.com_September2020_CTA.json.gz,7,category,Product,textual
Product_aerialequipmentparts.com_September2020_CTA.json.gz,7,weight,Product,textual
Product_aeroassemblies.com_September2020_CTA.json.gz,0,Product/name,Product,textual
Product_agavesalt.com_September2020_CTA.json.gz,1,Product/name,Product,textual
Product_agbubookstore.org_September2020_CTA.json.gz,2,category,Product,textual
Product_agptrading.com.ph_September2020_CTA.json.gz,0,Product/name,Product,textual
Product_ainehome.com_September2020_CTA.json.gz,0,Product/name,Product,textual
Product_albanyplumbing.biz_September2020_CTA.json.gz,5,category,Product,textual
Product_algonquinflowershoppe.com_September2020_CTA.json.gz,3,DeliveryMethod,Product,textual
Product_aliveskinhair.com.au_September2020_CTA.json.gz,5,DeliveryMethod,Product,textual
Product_all-about-american-bulldog-dog-breed.com_September2020_CTA.json.gz,5,category,Product,textual
Product_all-about-cane-corso-dog-breed.com_September2020_CTA.json.gz,4,category,Product,textual
Product_all-about-doberman-dog-breed.com_September2020_CTA.json.gz,7,category,Product,textual
Product_all-about-german-shepherd-dog-breed.com_September2020_CTA.json.gz,4,category,Product,textual
Product_allegra-allure.com_September2020_CTA.json.gz,2,category,Product,textual
Product_allnwahomes.com_September2020_CTA.json.gz,2,category,Product,textual
Product_alltechlife.com_September2020_CTA.json.gz,3,category,Product,textual
Product_alseaclinic.org_September2020_CTA.json.gz,6,category,Product,textual
Product_amazingflorals.com_September2020_CTA.json.gz,3,DeliveryMethod,Product,textual
Product_amherstburgflorist.com_September2020_CTA.json.gz,5,DeliveryMethod,Product,textual
Product_anitasflowersstafford.com_September2020_CTA.json.gz,5,DeliveryMethod,Product,textual
Product_anthuriumgardensflorist.com_September2020_CTA.json.gz,3,DeliveryMethod,Product,textual
Product_artisticwayflowers.net_September2020_CTA.json.gz,5,DeliveryMethod,Product,textual
Product_authenticfloraldesign.com_September2020_CTA.json.gz,3,DeliveryMethod,Product,textual
Product_autorenwelt.de_September2020_CTA.json.gz,11,DeliveryMethod,Product,textual
Product_autumnleavesflowers.com_September2020_CTA.json.gz,3,DeliveryMethod,Product,textual
Product_avenueflowersnj.com_September2020_CTA.json.gz,5,DeliveryMethod,Product,textual
Product_awesomeblossom.com_September2020_CTA.json.gz,5,DeliveryMethod,Product,textual
Product_banaflorist.com_September2020_CTA.json.gz,3,DeliveryMethod,Product,textual
Product_beau-coup.com_September2020_CTA.json.gz,8,DeliveryMethod,Product,textual
Product_belltowerflorist.com_September2020_CTA.json.gz,4,DeliveryMethod,Product,textual
Product_bestpharmacy.gr_September2020_CTA.json.gz,7,DeliveryMethod,Product,textual
Product_bigrigworld.com_September2020_CTA.json.gz,5,DeliveryMethod,Product,textual
Product_blairstownwoollypetals.com_September2020_CTA.json.gz,3,DeliveryMethod,Product,textual
Product_bloomingcreationsflorist.com_September2020_CTA.json.gz,5,DeliveryMethod,Product,textual
Book_afcc.com.sg_September2020_CTA.json.gz,1,Book/description,Book,textual
Book_afsa.org_September2020_CTA.json.gz,1,Book/description,Book,textual
Book_airserbia.com_September2020_CTA.json.gz,1,Book/description,Book,textual
Book_alec.org_September2020_CTA.json.gz,1,Book/description,Book,textual
Book_allianceforlearning.co.uk_September2020_CTA.json.gz,0,Book/description,Book,textual
Book_antiquariatbotanicum.com_September2020_CTA.json.gz,0,Book/description,Book,textual
Book_authorlucyleroux.com_September2020_CTA.json.gz,1,Book/description,Book,textual
Book_azprincehallmasons.org_September2020_CTA.json.gz,2,Boolean,Book,textual
Book_backcreekbooks.com_September2020_CTA.json.gz,1,Book/description,Book,textual
Book_backtoschoolmagazine.com_September2020_CTA.json.gz,0,DateTime,Book,date
Book_balboapress.com_September2020_CTA.json.gz,6,DateTime,Book,date
Book_bandedessinee.info_September2020_CTA.json.gz,2,DateTime,Book,date
Book_bathspa.ac.uk_September2020_CTA.json.gz,1,Book/description,Book,textual
Book_benjamin-newton.com_September2020_CTA.json.gz,8,Boolean,Book,textual
Book_bharatilawhouse.com_September2020_CTA.json.gz,1,Book/description,Book,textual
Book_blackpawbooks.com_September2020_CTA.json.gz,1,Book/description,Book,textual
Book_boldstrokesbooks.com_September2020_CTA.json.gz,1,Book/description,Book,textual
Book_boo-hooray.com_September2020_CTA.json.gz,1,Book/description,Book,textual
Book_booklifepublishing.co.uk_September2020_CTA.json.gz,1,Book/description,Book,textual
Book_booksbybaddiel.com_September2020_CTA.json.gz,6,DateTime,Book,date
Book_booksbybaddiel.com_September2020_CTA.json.gz,1,Book/description,Book,textual
Book_booktrust.org.uk_September2020_CTA.json.gz,0,Book/description,Book,textual
Book_bookvica.com_September2020_CTA.json.gz,1,Book/description,Book,textual
Book_bossfightbooks.com_September2020_CTA.json.gz,1,Book/description,Book,textual
Book_brookings.edu_September2020_CTA.json.gz,2,DateTime,Book,date
Book_brookings.edu_September2020_CTA.json.gz,1,Book/description,Book,textual
Book_brusheducation.ca_September2020_CTA.json.gz,1,Book/description,Book,textual
Book_collegegoalsundaymd.org_September2020_CTA.json.gz,2,Boolean,Book,textual
Book_currency.com.au_September2020_CTA.json.gz,3,DateTime,Book,date
Book_e-booksdirectory.com_September2020_CTA.json.gz,4,Boolean,Book,textual
Book_e-reading.club_September2020_CTA.json.gz,4,Boolean,Book,textual
Book_edineb.org_September2020_CTA.json.gz,3,Boolean,Book,textual
Book_faithlife.com_September2020_CTA.json.gz,9,DateTime,Book,date
Book_finestories.com_September2020_CTA.json.gz,6,Boolean,Book,textual
Book_ibit.am_September2020_CTA.json.gz,2,DateTime,Book,date
Book_ibit.uno_September2020_CTA.json.gz,2,DateTime,Book,date
Book_lecturenotes.in_September2020_CTA.json.gz,1,DateTime,Book,date
Book_lexhampress.com_September2020_CTA.json.gz,3,DateTime,Book,date
Book_matrubharti.com_September2020_CTA.json.gz,2,Boolean,Book,textual
Book_morrisausamerika.de_September2020_CTA.json.gz,3,Boolean,Book,textual
Book_myastrology.net_September2020_CTA.json.gz,2,Boolean,Book,textual
Book_nycsaysenough.org_September2020_CTA.json.gz,2,Boolean,Book,textual
Book_officecourseware.co.uk_September2020_CTA.json.gz,3,DateTime,Book,date
Book_openbookpublishers.com_September2020_CTA.json.gz,7,Boolean,Book,textual
Book_proudbookreviews.com_September2020_CTA.json.gz,2,DateTime,Book,date
Book_scifistories.com_September2020_CTA.json.gz,2,Boolean,Book,textual
Book_simplilearn.com_September2020_CTA.json.gz,5,DateTime,Book,date
Book_sociologos.be_September2020_CTA.json.gz,2,Boolean,Book,textual
Book_storiesonline.net_September2020_CTA.json.gz,2,Boolean,Book,textual
Book_test-preparation.ca_September2020_CTA.json.gz,4,DateTime,Book,date
Book_umn.edu_September2020_CTA.json.gz,4,Boolean,Book,textual
Book_uptake.com_September2020_CTA.json.gz,4,DateTime,Book,date
Book_verbum.com_September2020_CTA.json.gz,3,DateTime,Book,date
Book_votechnolabs.com_September2020_CTA.json.gz,3,Boolean,Book,textual
Movie_101.99.75.37_September2020_CTA.json.gz,1,DateTime,Movie,date
Movie_103.194.171.205_September2020_CTA.json.gz,3,DateTime,Movie,date
Movie_123freemoviesonline.live_September2020_CTA.json.gz,1,Movie/description,Movie,textual
Movie_123gofmovies.com_September2020_CTA.json.gz,1,Movie/description,Movie,textual
Movie_123movie.ag_September2020_CTA.json.gz,1,Movie/description,Movie,textual
Movie_123moviefree.online_September2020_CTA.json.gz,1,Movie/description,Movie,textual
Movie_123movies.cricket_September2020_CTA.json.gz,0,Movie/description,Movie,textual
Movie_123movies.haus_September2020_CTA.json.gz,0,Movie/description,Movie,textual
Movie_123movies2020.org_September2020_CTA.json.gz,0,Movie/description,Movie,textual
Movie_123moviesc.co_September2020_CTA.json.gz,1,Movie/description,Movie,textual
Movie_123moviesfx.com_September2020_CTA.json.gz,1,Movie/description,Movie,textual
Movie_123moviesku.com_September2020_CTA.json.gz,6,DateTime,Movie,date
Movie_123moviesreal.com_September2020_CTA.json.gz,0,Movie/description,Movie,textual
Movie_12movies.info_September2020_CTA.json.gz,0,Movie/description,Movie,textual
Movie_1movies.live_September2020_CTA.json.gz,1,Movie/description,Movie,textual
Movie_20thcenturystudios.com_September2020_CTA.json.gz,1,Movie/description,Movie,textual
Movie_2projectfreetv.fun_September2020_CTA.json.gz,1,Movie/description,Movie,textual
Movie_4k-fullmovie.com_September2020_CTA.json.gz,0,Movie/description,Movie,textual
Movie_51.81.254.90_September2020_CTA.json.gz,1,Movie/description,Movie,textual
Movie_74views.com_September2020_CTA.json.gz,1,Movie/description,Movie,textual
Movie_9anime.page_September2020_CTA.json.gz,0,Movie/description,Movie,textual
Movie_alloverglobe.com_September2020_CTA.json.gz,0,Movie/description,Movie,textual
Movie_anilist.co_September2020_CTA.json.gz,0,Movie/description,Movie,textual
Product_1stopcamera.com_September2020_CTA.json.gz,4,ProductModel,Product,textual
Product_2-speed.de_September2020_CTA.json.gz,9,unitText,Product,textual
Product_247cateringsupplies.co.uk_September2020_CTA.json.gz,12,Distance,Product,textual
Product_247cateringsupplies.co.uk_September2020_CTA.json.gz,7,Distance,Product,textual
Product_280group.com_September2020_CTA.json.gz,4,Brand,Product,textual
Product_2feettall.co.nz_September2020_CTA.json.gz,4,Brand,Product,textual
Product_321mooi.be_September2020_CTA.json.gz,2,Brand,Product,textual
Product_3bscientific.co.uk_September2020_CTA.json.gz,8,unitCode,Product,textual
Product_3dprintersonline.com.au_September2020_CTA.json.gz,10,unitCode,Product,textual
Product_3sixtgear.com_September2020_CTA.json.gz,7,Brand,Product,textual
Product_4lifeoutdoor.com_September2020_CTA.json.gz,14,Distance,Product,numerical
Product_4lifeoutdoor.com_September2020_CTA.json.gz,8,unitCode,Product,textual
Product_4lifeoutdoor.com_September2020_CTA.json.gz,9,unitCode,Product,textual
Product_4lifeoutdoor.com_September2020_CTA.json.gz,11,unitCode,Product,textual
Product_4lifeoutdoor.com_September2020_CTA.json.gz,13,unitCode,Product,textual
Product_4pawscanineacademy.com_September2020_CTA.json.gz,6,unitCode,Product,textual
Product_4pawscanineacademy.com_September2020_CTA.json.gz,9,unitCode,Product,textual
Product_4pawscanineacademy.com_September2020_CTA.json.gz,10,Distance,Product,numerical
Product_4pawscanineacademy.com_September2020_CTA.json.gz,11,Distance,Product,numerical
Product_4pawscanineacademy.com_September2020_CTA.json.gz,12,Distance,Product,numerical
Product_4pawscanineacademy.com_September2020_CTA.json.gz,13,unitCode,Product,textual
Product_4pawscanineacademy.com_September2020_CTA.json.gz,14,unitCode,Product,textual
Product_4rsmokehouse.com_September2020_CTA.json.gz,4,ProductModel,Product,textual
Product_4run3.com_September2020_CTA.json.gz,8,QuantitativeValue,Product,numerical
Product_72westmotorsandrvs.com_September2020_CTA.json.gz,7,Distance,Product,textual
Product_7hundred.co.uk_September2020_CTA.json.gz,8,Brand,Product,textual
Product_80hd.us_September2020_CTA.json.gz,5,Brand,Product,textual
Product_a-ftnss.com_September2020_CTA.json.gz,9,Brand,Product,textual
Product_a-ftnss.com_September2020_CTA.json.gz,16,unitCode,Product,textual
Product_a-ftnss.com_September2020_CTA.json.gz,17,Distance,Product,numerical
Product_a-ftnss.com_September2020_CTA.json.gz,18,unitCode,Product,textual
Product_a-ftnss.com_September2020_CTA.json.gz,19,Distance,Product,numerical
Product_a-ftnss.com_September2020_CTA.json.gz,21,Distance,Product,numerical
Product_a-ftnss.com_September2020_CTA.json.gz,22,unitCode,Product,textual
Product_a-ftnss.com_September2020_CTA.json.gz,23,unitCode,Product,textual
Product_a-store.gr_September2020_CTA.json.gz,1,ProductModel,Product,numerical
Product_a-zfurnitureoutlet.com_September2020_CTA.json.gz,5,Brand,Product,textual
Product_a1personalised.co.uk_September2020_CTA.json.gz,9,unitText,Product,textual
Product_aakashtradeventures.com_September2020_CTA.json.gz,5,unitCode,Product,textual
Product_aastorefixtures.com_September2020_CTA.json.gz,1,Product/description,Product,textual
Product_ab-versand.de_September2020_CTA.json.gz,7,unitText,Product,textual
Product_abcsports.com.au_September2020_CTA.json.gz,8,paymentAccepted,Product,textual
Product_abkeys.com_September2020_CTA.json.gz,5,ProductModel,Product,textual
Product_abrotherhood.com_September2020_CTA.json.gz,6,Brand,Product,textual
Product_absalonequipment.com_September2020_CTA.json.gz,3,Brand,Product,textual
Product_academicsoul.com_September2020_CTA.json.gz,5,Brand,Product,textual
Product_acceleratedartist.com_September2020_CTA.json.gz,5,Brand,Product,textual
Product_acdirect.com_September2020_CTA.json.gz,8,paymentAccepted,Product,textual
Product_acesinfinity.com_September2020_CTA.json.gz,13,unitText,Product,textual
Product_achatpc.com_September2020_CTA.json.gz,5,ProductModel,Product,textual
Product_acoffee.com.au_September2020_CTA.json.gz,5,Brand,Product,textual
Product_acuhealthcare.com_September2020_CTA.json.gz,9,Brand,Product,textual
Product_adamvstheman.com_September2020_CTA.json.gz,6,unitCode,Product,textual
Product_addictinggamesx.com_September2020_CTA.json.gz,1,Product/description,Product,textual
Product_adflex.asia_September2020_CTA.json.gz,10,unitCode,Product,textual
Product_adflex.asia_September2020_CTA.json.gz,13,unitCode,Product,textual
Product_adflex.asia_September2020_CTA.json.gz,14,unitCode,Product,textual
Product_adkinsfamilyrv.com_September2020_CTA.json.gz,6,Distance,Product,textual
Product_adultcustomcontent.com_September2020_CTA.json.gz,1,Product/description,Product,textual
Product_aerialsusa.com_September2020_CTA.json.gz,3,Brand,Product,textual
Product_aeronautiko.com_September2020_CTA.json.gz,6,Distance,Product,textual
Product_aeronautiko.com_September2020_CTA.json.gz,10,Distance,Product,textual
Product_aeropress.com_September2020_CTA.json.gz,10,unitCode,Product,textual
Product_agavesalt.com_September2020_CTA.json.gz,5,Brand,Product,textual
Product_agptrading.com.ph_September2020_CTA.json.gz,2,Brand,Product,textual
Product_agromat.gr_September2020_CTA.json.gz,1,ProductModel,Product,numerical
Product_ahmyorivergallery.com_September2020_CTA.json.gz,9,QuantitativeValue,Product,numerical
Product_ainehome.com_September2020_CTA.json.gz,2,Brand,Product,textual
Product_air-we-go.co.uk_September2020_CTA.json.gz,8,Distance,Product,numerical
Product_air-we-go.co.uk_September2020_CTA.json.gz,9,Distance,Product,numerical
Product_air-we-go.co.uk_September2020_CTA.json.gz,11,Distance,Product,numerical
Product_airliquide.us_September2020_CTA.json.gz,2,Brand,Product,textual
Product_ajaxonline.co.uk_September2020_CTA.json.gz,20,Distance,Product,numerical
Product_ajaxonline.co.uk_September2020_CTA.json.gz,18,Distance,Product,numerical
Product_ajaxonline.co.uk_September2020_CTA.json.gz,14,Distance,Product,numerical
Product_ajmadison.com_September2020_CTA.json.gz,7,Distance,Product,textual
Product_akguam.com_September2020_CTA.json.gz,2,Brand,Product,textual
Product_albanyplumbing.biz_September2020_CTA.json.gz,10,ProductModel,Product,textual
Product_algozasports.com_September2020_CTA.json.gz,3,ProductModel,Product,numerical
Product_aliveskinhair.com.au_September2020_CTA.json.gz,6,paymentAccepted,Product,textual
Product_all-about-doberman-dog-breed.com_September2020_CTA.json.gz,3,ProductModel,Product,textual
Product_all-about-german-shepherd-dog-breed.com_September2020_CTA.json.gz,3,ProductModel,Product,textual
Product_all-about-great-dane-dog-breed.com_September2020_CTA.json.gz,4,ProductModel,Product,textual
Product_all-about-pitbull-dog-breed.com_September2020_CTA.json.gz,3,ProductModel,Product,textual
Product_allclaveparts.com_September2020_CTA.json.gz,8,paymentAccepted,Product,textual
Product_allesfuerdiekatz.eu_September2020_CTA.json.gz,8,unitText,Product,textual
Product_allgoodthingspaper.com_September2020_CTA.json.gz,5,QuantitativeValue,Product,numerical
Product_allphones.com.au_September2020_CTA.json.gz,5,ProductModel,Product,textual
Product_allstarlogo.com_September2020_CTA.json.gz,7,paymentAccepted,Product,textual
Product_alltechlife.com_September2020_CTA.json.gz,5,ProductModel,Product,textual
Product_altestore.com_September2020_CTA.json.gz,4,ProductModel,Product,textual
Product_american-bulldog-breed-info.com_September2020_CTA.json.gz,3,ProductModel,Product,textual
Product_americanracing.com_September2020_CTA.json.gz,1,Product/description,Product,textual
Product_amiroud.com_September2020_CTA.json.gz,8,paymentAccepted,Product,textual
Product_amorestheshop.com_September2020_CTA.json.gz,6,QuantitativeValue,Product,numerical
Product_amplay.ch_September2020_CTA.json.gz,8,unitText,Product,textual
Product_amstaff-dog-breed-info.com_September2020_CTA.json.gz,3,ProductModel,Product,textual
Product_amystoutphotography.com_September2020_CTA.json.gz,1,Product/description,Product,textual
Product_ancientlakesmagnesium.com.au_September2020_CTA.json.gz,4,ProductModel,Product,numerical
Product_ancientwaysdm.com_September2020_CTA.json.gz,11,QuantitativeValue,Product,numerical
Product_andgifts.co.uk_September2020_CTA.json.gz,1,Product/description,Product,textual
Product_annavasily.com.au_September2020_CTA.json.gz,11,unitText,Product,textual
Product_annavasily.com.au_September2020_CTA.json.gz,15,unitText,Product,textual
Product_annavasily.com.au_September2020_CTA.json.gz,16,unitText,Product,textual
Product_anthonybraden.co.uk_September2020_CTA.json.gz,1,ProductModel,Product,textual
Product_antikhaeusla.de_September2020_CTA.json.gz,7,unitText,Product,textual
Product_antiochchryslerdodgejeep.net_September2020_CTA.json.gz,7,ProductModel,Product,textual
Product_anunita.com_September2020_CTA.json.gz,0,Product/description,Product,textual
Product_aphf.org_September2020_CTA.json.gz,7,QuantitativeValue,Product,numerical
Product_apmex.com_September2020_CTA.json.gz,12,unitText,Product,textual
Product_apmex.com_September2020_CTA.json.gz,13,unitText,Product,textual
Product_aquaessentials.co.uk_September2020_CTA.json.gz,4,paymentAccepted,Product,textual
Product_aquapropoolspa.com_September2020_CTA.json.gz,1,Product/description,Product,textual
Product_arborchem.com_September2020_CTA.json.gz,9,unitText,Product,textual
Product_arcapparel.ca_September2020_CTA.json.gz,8,QuantitativeValue,Product,numerical
Product_architecturecards.com_September2020_CTA.json.gz,6,QuantitativeValue,Product,numerical
Product_arcuri-sageti.ro_September2020_CTA.json.gz,9,unitText,Product,textual
Product_argyleyarnshop.com_September2020_CTA.json.gz,8,QuantitativeValue,Product,numerical
Product_arrangingthings.se_September2020_CTA.json.gz,3,QuantitativeValue,Product,numerical
Product_artedalmondo.eu_September2020_CTA.json.gz,12,paymentAccepted,Product,textual
Product_artisticportlandgallery.com_September2020_CTA.json.gz,8,QuantitativeValue,Product,numerical
Product_ascendmartialarts.com_September2020_CTA.json.gz,1,Product/description,Product,textual
Product_authenticparts.com_September2020_CTA.json.gz,10,unitText,Product,textual
Product_autochristmascards.com_September2020_CTA.json.gz,6,QuantitativeValue,Product,numerical
Product_autorenwelt.de_September2020_CTA.json.gz,5,paymentAccepted,Product,textual
Product_autotav.com_September2020_CTA.json.gz,6,unitText,Product,textual
Product_avinstalls.co.uk_September2020_CTA.json.gz,6,paymentAccepted,Product,textual
Product_avshop.ca_September2020_CTA.json.gz,9,paymentAccepted,Product,textual
Product_aydincoins.com_September2020_CTA.json.gz,10,paymentAccepted,Product,textual
Product_babybee.com.br_September2020_CTA.json.gz,6,QuantitativeValue,Product,numerical
Product_babyonic.nl_September2020_CTA.json.gz,6,QuantitativeValue,Product,numerical
Product_bagandbelt.de_September2020_CTA.json.gz,8,unitText,Product,textual
Product_bakerstonebox.com_September2020_CTA.json.gz,8,QuantitativeValue,Product,numerical
Product_balletgeek.com_September2020_CTA.json.gz,1,Product/description,Product,textual
Product_balloon-fire.gr_September2020_CTA.json.gz,7,unitText,Product,textual
Product_barbaraherbert.com_September2020_CTA.json.gz,24,unitText,Product,textual
Product_barbaraherbert.com_September2020_CTA.json.gz,26,unitText,Product,textual
Product_battery-plus.co.nz_September2020_CTA.json.gz,8,QuantitativeValue,Product,numerical
Product_bbq4you.eu_September2020_CTA.json.gz,1,Product/description,Product,textual
Product_beadsandbasics.com_September2020_CTA.json.gz,4,QuantitativeValue,Product,numerical
Product_bedlinnenfashion.com_September2020_CTA.json.gz,10,QuantitativeValue,Product,numerical
Product_beecustom.com_September2020_CTA.json.gz,1,Product/description,Product,textual
Product_beemine.be_September2020_CTA.json.gz,8,QuantitativeValue,Product,numerical
Product_benselectronics.nl_September2020_CTA.json.gz,5,QuantitativeValue,Product,numerical
Product_besthawaiirealestatesearch.com_September2020_CTA.json.gz,1,Product/description,Product,textual
Product_bestnaturalbbq.com_September2020_CTA.json.gz,1,Product/description,Product,textual
Product_beyondtheink.co.uk_September2020_CTA.json.gz,1,Product/description,Product,textual
Product_bgstores.co.uk_September2020_CTA.json.gz,12,paymentAccepted,Product,textual
Product_bikerdirect.com_September2020_CTA.json.gz,12,paymentAccepted,Product,textual
Product_biotrodetech.com_September2020_CTA.json.gz,11,paymentAccepted,Product,textual
Product_blackmarket.co.nz_September2020_CTA.json.gz,1,Product/description,Product,textual
Product_bogentandler.at_September2020_CTA.json.gz,8,paymentAccepted,Product,textual
Product_bowtiehouse.com_September2020_CTA.json.gz,0,Product/description,Product,textual
Product_buildersnearme.com.au_September2020_CTA.json.gz,1,Product/description,Product,textual
Product_buttoncare.com_September2020_CTA.json.gz,13,paymentAccepted,Product,textual
Product_cableleader.com_September2020_CTA.json.gz,12,paymentAccepted,Product,textual
Product_canadaseatskins.us_September2020_CTA.json.gz,8,paymentAccepted,Product,textual
Product_carpisa.it_September2020_CTA.json.gz,8,paymentAccepted,Product,textual
Product_choice.direct_September2020_CTA.json.gz,0,Product/description,Product,textual
Product_coffeencrumbsmn.com_September2020_CTA.json.gz,1,Product/description,Product,textual
Recipe_2cookinmamas.com_September2020_CTA.json.gz,0,Recipe/name,Recipe,textual
Recipe_2cookinmamas.com_September2020_CTA.json.gz,14,Mass,Recipe,textual
Recipe_2cookinmamas.com_September2020_CTA.json.gz,15,Mass,Recipe,textual
Recipe_2cookinmamas.com_September2020_CTA.json.gz,16,ItemList,Recipe,textual
Recipe_2cookinmamas.com_September2020_CTA.json.gz,19,Mass,Recipe,textual
Recipe_2cookinmamas.com_September2020_CTA.json.gz,20,Mass,Recipe,textual
Recipe_2cookinmamas.com_September2020_CTA.json.gz,22,Mass,Recipe,textual
Recipe_2cookinmamas.com_September2020_CTA.json.gz,24,Energy,Recipe,textual
Recipe_2geekswhoeat.com_September2020_CTA.json.gz,0,Recipe/name,Recipe,textual
Recipe_2geekswhoeat.com_September2020_CTA.json.gz,1,ItemList,Recipe,textual
Recipe_2sistersrecipes.com_September2020_CTA.json.gz,11,Time,Recipe,textual
Recipe_31daily.com_September2020_CTA.json.gz,10,Time,Recipe,textual
Recipe_31daily.com_September2020_CTA.json.gz,16,Energy,Recipe,textual
Recipe_31daily.com_September2020_CTA.json.gz,17,Mass,Recipe,textual
Recipe_31daily.com_September2020_CTA.json.gz,18,Mass,Recipe,textual
Recipe_31daily.com_September2020_CTA.json.gz,19,Mass,Recipe,textual
Recipe_31daily.com_September2020_CTA.json.gz,21,Mass,Recipe,textual
Recipe_31daily.com_September2020_CTA.json.gz,22,Mass,Recipe,textual
Recipe_31daily.com_September2020_CTA.json.gz,23,Mass,Recipe,textual
Recipe_31daily.com_September2020_CTA.json.gz,24,Mass,Recipe,textual
Recipe_31daily.com_September2020_CTA.json.gz,25,Mass,Recipe,textual
Recipe_417mag.com_September2020_CTA.json.gz,0,Recipe/name,Recipe,textual
Recipe_6cakesandmore.com_September2020_CTA.json.gz,0,Recipe/name,Recipe,textual
Recipe_6cakesandmore.com_September2020_CTA.json.gz,1,ItemList,Recipe,textual
Recipe_730sagestreet.com_September2020_CTA.json.gz,14,Energy,Recipe,textual
Recipe_730sagestreet.com_September2020_CTA.json.gz,15,Mass,Recipe,textual
Recipe_730sagestreet.com_September2020_CTA.json.gz,16,Mass,Recipe,textual
Recipe_730sagestreet.com_September2020_CTA.json.gz,18,Mass,Recipe,textual
Recipe_730sagestreet.com_September2020_CTA.json.gz,20,Mass,Recipe,textual
Recipe_730sagestreet.com_September2020_CTA.json.gz,21,Mass,Recipe,textual
Recipe_78recipes.com_September2020_CTA.json.gz,15,Energy,Recipe,numerical
Recipe_abakershouse.com_September2020_CTA.json.gz,0,Recipe/name,Recipe,textual
Recipe_abakershouse.com_September2020_CTA.json.gz,10,Time,Recipe,textual
Recipe_abakershouse.com_September2020_CTA.json.gz,22,Energy,Recipe,textual
Recipe_abbeyskitchen.com_September2020_CTA.json.gz,0,Recipe/name,Recipe,textual
Recipe_abbysweeting.com_September2020_CTA.json.gz,0,Recipe/name,Recipe,textual
Recipe_abbysweeting.com_September2020_CTA.json.gz,1,ItemList,Recipe,textual
Recipe_abeautifulplate.com_September2020_CTA.json.gz,0,Recipe/name,Recipe,textual
Recipe_abeautifulplate.com_September2020_CTA.json.gz,10,Time,Recipe,textual
Recipe_abeautifulplate.com_September2020_CTA.json.gz,12,RestrictedDiet,Recipe,textual
Recipe_abeautifulplate.com_September2020_CTA.json.gz,16,Mass,Recipe,textual
Recipe_abeautifulplate.com_September2020_CTA.json.gz,17,ItemList,Recipe,textual
Recipe_abeautifulplate.com_September2020_CTA.json.gz,18,Energy,Recipe,textual
Recipe_abeautifulplate.com_September2020_CTA.json.gz,19,Mass,Recipe,textual
Recipe_absoluteorganic.com.au_September2020_CTA.json.gz,1,Recipe/description,Recipe,textual
Recipe_acalculatedwhisk.com_September2020_CTA.json.gz,11,Time,Recipe,textual
Recipe_acalculatedwhisk.com_September2020_CTA.json.gz,0,Recipe/name,Recipe,textual
Recipe_acalculatedwhisk.com_September2020_CTA.json.gz,12,ItemList,Recipe,textual
Recipe_acalculatedwhisk.com_September2020_CTA.json.gz,15,RestrictedDiet,Recipe,textual
Recipe_acalculatedwhisk.com_September2020_CTA.json.gz,26,Energy,Recipe,textual
Recipe_accidentaldairyfree.com_September2020_CTA.json.gz,0,Recipe/name,Recipe,textual
Recipe_acedarspoon.com_September2020_CTA.json.gz,8,Time,Recipe,textual
Recipe_aclassictwist.com_September2020_CTA.json.gz,10,Time,Recipe,textual
Recipe_acouplecooks.com_September2020_CTA.json.gz,24,Energy,Recipe,numerical
Recipe_acrazyfamily.com_September2020_CTA.json.gz,13,Time,Recipe,textual
Recipe_activenrg.co.uk_September2020_CTA.json.gz,10,Energy,Recipe,numerical
Recipe_adailydoseoftoni.com_September2020_CTA.json.gz,0,Recipe/name,Recipe,textual
Recipe_adailydoseoftoni.com_September2020_CTA.json.gz,7,ItemList,Recipe,textual
Recipe_adamsfarms.com_September2020_CTA.json.gz,0,Recipe/name,Recipe,textual
Recipe_adamsfarms.com_September2020_CTA.json.gz,1,ItemList,Recipe,textual
Recipe_adayinthelifeofmom.com_September2020_CTA.json.gz,9,Time,Recipe,textual
Recipe_adrifonseca.com_September2020_CTA.json.gz,0,Recipe/name,Recipe,textual
